Topic,Count,Name,Representation,Representative_Docs,Topic_Label
156,21,156_vegan_vegetarian_bite_chilli,"['vegan', 'vegetarian', 'bite', 'chilli', 'meat', 'jaipur', 'kay', 'protein', 'aweful', 'grows']","['eaten tasted interesting first bite one without gagging vegetarian looking high protein snack picked vegetarian friend mine tried one instantly hated calling taste disgusting texture much meat taste something grows recommend anyone especially price', 'eaten tasted interesting first bite one without gagging vegetarian looking high protein snack picked vegetarian friend mine tried one instantly hated calling taste disgusting texture much meat taste something grows recommend anyone especially price', 'mostly vegan occasion eat chilli bean meat store bought vegan hormel chilli sure say took first bite tasted dumped vinegar cabbage bean nasty taco sauce bite threw sink horrible assure bad decided try year later tasted sure better vegetarian chilli say want vegan cilli make blah excuse need get mouth wash lol']",Vegan Protein Options
157,21,157_allergy_poultry_eater_lamb,"['allergy', 'poultry', 'eater', 'lamb', 'allergic', 'switch', 'dog', 'drain', 'wheat', 'higher']","['dog seems allergic poultry thought would switch lamb based formula usually eater dog one smell stuff come back understand wellness put higher end ingredient food dog go money right drain', 'dog seems allergic poultry thought would switch lamb based formula usually eater dog one smell stuff come back understand wellness put higher end ingredient food dog go money right drain', 'dog seems allergic poultry thought would switch lamb based formula usually eater dog one smell stuff come back understand wellness put higher end ingredient food dog go money right drain']",Dog Food Allergies
158,21,158_bag_mouse_box_mousie,"['bag', 'mouse', 'box', 'mousie', 'idk', 'spilt', 'paper', 'airplane', 'picture', 'open']","['terrible cannot believe received item every single bag opened stationed afghanistan gonna snack team going mission embarrassed bag opened spilt box gross box filled grease stain idk airplane ride way box insulated bubble wrap used instead paper unhappy stale crusty chip bag soldier cannot enjoy', 'terrible cannot believe received item every single bag opened stationed afghanistan gonna snack team going mission embarrassed bag opened spilt box gross box filled grease stain idk airplane ride way box insulated bubble wrap used instead paper unhappy stale crusty chip bag soldier cannot enjoy', 'terrible cannot believe received item every single bag opened stationed afghanistan gonna snack team going mission embarrassed bag opened spilt box gross box filled grease stain idk airplane ride way box insulated bubble wrap used instead paper unhappy stale crusty chip bag soldier cannot enjoy']",Mouse Trap Mishap
159,21,159_phosphate_dipotassium_soybean_alkali,"['phosphate', 'dipotassium', 'soybean', 'alkali', 'ingredient', 'mono', 'wheat', 'lecithin', 'cornstarch', 'diglycerides']","['ingredient sugar glucose syrup solid coca processed alkali partially hydrogenated vegetable oil may contain coconut soybean sunflower palm canola nonfat dry milk modified whey maltodextrin salt natural artificial flavor cellulose gum sodium caseinate cornstarch lactose dipotassium phosphate sucralose mono diglycerides silicon dioxide soy lecithin artificial color contains milk soy people please read label', 'ingredient sugar glucose syrup solid coca processed alkali partially hydrogenated vegetable oil may contain coconut soybean sunflower palm canola nonfat dry milk modified whey maltodextrin salt natural artificial flavor cellulose gum sodium caseinate cornstarch lactose dipotassium phosphate sucralose mono diglycerides silicon dioxide soy lecithin artificial color contains milk soy people please read label', 'ingredient sugar glucose syrup solid coca processed alkali partially hydrogenated vegetable oil may contain coconut soybean sunflower palm canola nonfat dry milk modified whey maltodextrin salt natural artificial flavor cellulose gum sodium caseinate cornstarch lactose dipotassium phosphate sucralose mono diglycerides silicon dioxide soy lecithin artificial color contains milk soy people please read label']",Food Ingredient List
160,21,160_bone_teething_nylabone_easily,"['bone', 'teething', 'nylabone', 'easily', 'destroyed', 'plastic', 'nylabones', 'rawhide', 'original', 'puppy']","['puppy teething previously purchased original nylabone made flavored plastic dog loved super excited regular bone put lot work destroying finally finished original plastic bone decided back store grab looking around came across natural flavored bone thought sweet great bone easier digest wrong first nothing plastic teething bone crumble easily easily mean month old wheaten terrier destroyed less min pound right recommended dog month pretty much full set permanent teeth shred bone easily finer debris dog destroyed tiny little flake easily digested managed get underbelly tangled fur mess issue durability basically expensive treat much rather give bullysticks treat last longer dog teething def nylabone version want stick original plastic flavored bone frozen towel work great', 'puppy teething previously purchased original nylabone made flavored plastic dog loved super excited regular bone put lot work destroying finally finished original plastic bone decided back store grab looking around came across natural flavored bone thought sweet great bone easier digest wrong first nothing plastic teething bone crumble easily easily mean month old wheaten terrier destroyed less min pound right recommended dog month pretty much full set permanent teeth shred bone easily finer debris dog destroyed tiny little flake easily digested managed get underbelly tangled fur mess issue durability basically expensive treat much rather give bullysticks treat last longer dog teething def nylabone version want stick original plastic flavored bone frozen towel work great', 'puppy teething previously purchased original nylabone made flavored plastic dog loved super excited regular bone put lot work destroying finally finished original plastic bone decided back store grab looking around came across natural flavored bone thought sweet great bone easier digest wrong first nothing plastic teething bone crumble easily easily mean month old wheaten terrier destroyed less min pound right recommended dog month pretty much full set permanent teeth shred bone easily finer debris dog destroyed tiny little flake easily digested managed get underbelly tangled fur mess issue durability basically expensive treat much rather give bullysticks treat last longer dog teething def nylabone version want stick original plastic flavored bone frozen towel work great']",Puppy Chew Toys
161,21,161_greenies_greenie_dog_deadly,"['greenies', 'greenie', 'dog', 'deadly', 'compressed', 'died', 'poop', 'busy', 'giving', 'obstructed']","['dog bland diet boiled chicken rice poop usually solid day eating greenie day poop became liquid green sure greenies actually cause googled read various dog forum greenies affected dog stopped giving dog greenies thrown away beware greenies bad watch dog giving', 'dog bland diet boiled chicken rice poop usually solid day eating greenie day poop became liquid green sure greenies actually cause googled read various dog forum greenies affected dog stopped giving dog greenies thrown away beware greenies bad watch dog giving', 'dog bland diet boiled chicken rice poop usually solid day eating greenie day poop became liquid green sure greenies actually cause googled read various dog forum greenies affected dog stopped giving dog greenies thrown away beware greenies bad watch dog giving']",Dangerous Dog Treats
162,20,162_hazelnut_sophisticated_impress_cloyingly,"['hazelnut', 'sophisticated', 'impress', 'cloyingly', 'unexpected', 'appreciated', 'men', 'delicate', 'lady', 'fatty']","['delicate ground hazelnut cooky lady tea child men appreciated sophisticated palate neither cloyingly sweet fatty set aside unexpected guest impress', 'delicate ground hazelnut cooky lady tea child men appreciated sophisticated palate neither cloyingly sweet fatty set aside unexpected guest impress', 'delicate ground hazelnut cooky lady tea child men appreciated sophisticated palate neither cloyingly sweet fatty set aside unexpected guest impress']",Sophisticated Hazelnut Flavor
163,20,163_crumb_cooky_crumby_crumbiness,"['crumb', 'cooky', 'crumby', 'crumbiness', 'crumbles', 'cookie', 'ordering', 'expires', 'biscuit', 'fragile']","['ordering cooky beware cooky arrived crumbles want box stale crumb order away', 'ordering cooky beware cooky arrived crumbles want box stale crumb order away', 'ordering cooky beware cooky arrived crumbles want box stale crumb order away']",Cookie Crumb Issues
164,20,164_canned_chx_cat_grain,"['canned', 'chx', 'cat', 'grain', 'wellness', 'can', 'slice', 'shelter', 'dry', 'slop']","['cat grain free dry food decided add wholesome grain free canned food wellness said excellent doubt cat past would eat slop come wanted quality finally got quality dry food unfortunately turned nose wellness beef chicken grain free canned even tried variety flavor dice even try lap juice leave bowl paw cat household', 'cat grain free dry food decided add wholesome grain free canned food wellness said excellent doubt cat past would eat slop come wanted quality finally got quality dry food unfortunately turned nose wellness beef chicken grain free canned even tried variety flavor dice even try lap juice leave bowl paw cat household', 'cat grain free dry food decided add wholesome grain free canned food wellness said excellent doubt cat past would eat slop come wanted quality finally got quality dry food unfortunately turned nose wellness beef chicken grain free canned even tried variety flavor dice even try lap juice leave bowl paw cat household']",Cat Food Varieties
165,20,165_meat_cancer_sirloin_manure,"['meat', 'cancer', 'sirloin', 'manure', 'flavoring', 'necessary', 'caramel', 'including', 'interview', 'joanne']","['little meat food toxic chemical various meat product lower quality whole meat meal harder digest actual meat caramel coloring necessary enough meat caramel color may carcinogenic liquid top sirloin flavor grilled chicken flavor flavoring necessary insufficient meat top sirloin flavoring made manure cattle carageenan cause cancer including breast cancer read interview joanne tobacman professor internal medicine university iowa vegetable food cesar repeatedly stated entire goal coming united state hollywood famous think focus fame money apparent approach dog food give crummy food nice packaging appealing name one dog eat advertisement first thing one really sell dog food make dog eat dog eat measure quality benefit food dog eat anything including manure part food meat flavoring', 'little meat food toxic chemical various meat product lower quality whole meat meal harder digest actual meat caramel coloring necessary enough meat caramel color may carcinogenic liquid top sirloin flavor grilled chicken flavor flavoring necessary insufficient meat top sirloin flavoring made manure cattle carageenan cause cancer including breast cancer read interview joanne tobacman professor internal medicine university iowa vegetable food cesar repeatedly stated entire goal coming united state hollywood famous think focus fame money apparent approach dog food give crummy food nice packaging appealing name one dog eat advertisement first thing one really sell dog food make dog eat dog eat measure quality benefit food dog eat anything including manure part food meat flavoring', 'little meat food toxic chemical various meat product lower quality whole meat meal harder digest actual meat caramel coloring necessary enough meat caramel color may carcinogenic liquid top sirloin flavor grilled chicken flavor flavoring necessary insufficient meat top sirloin flavoring made manure cattle carageenan cause cancer including breast cancer read interview joanne tobacman professor internal medicine university iowa vegetable food cesar repeatedly stated entire goal coming united state hollywood famous think focus fame money apparent approach dog food give crummy food nice packaging appealing name one dog eat advertisement first thing one really sell dog food make dog eat dog eat measure quality benefit food dog eat anything including manure part food meat flavoring']",Meat Flavoring Concerns
166,19,166_aspca_touch_wound_pricey,"['aspca', 'touch', 'wound', 'pricey', 'gravy', 'alot', 'giving', 'cat', 'grain', 'pretty']","['cat touch stuff wound giving aspca', 'cat touch stuff wound giving aspca', 'cat touch stuff wound giving aspca']",Cat Food Donations
167,19,167_stronger_nothing_seep_dieter,"['stronger', 'nothing', 'seep', 'dieter', 'tea', 'happened', 'measured', 'cranberry', 'period', 'talking']","['idea review brand dieter tea talking followed direction nothing happened brewed stronger cup still nothing even measured water let tea bag seep five minute nothing stronger tasting tea box tell drink cup hour period drank three day even thinking nothing happened tasted cranberry tea nothing else strange', 'idea review brand dieter tea talking followed direction nothing happened brewed stronger cup still nothing even measured water let tea bag seep five minute nothing stronger tasting tea box tell drink cup hour period drank three day even thinking nothing happened tasted cranberry tea nothing else strange', 'idea review brand dieter tea talking followed direction nothing happened brewed stronger cup still nothing even measured water let tea bag seep five minute nothing stronger tasting tea box tell drink cup hour period drank three day even thinking nothing happened tasted cranberry tea nothing else strange']",Diet and Health
168,19,168_chip_grease_greasy_saturated,"['chip', 'grease', 'greasy', 'saturated', 'bottom', 'nasty', 'soaked', 'trans', 'spilled', 'fat']","['chip greasy taste burnt grease bottom bag chip saturated especially bottom bag even trans fat free need lot less greasy', 'chip greasy taste burnt grease bottom bag chip saturated especially bottom bag even trans fat free need lot less greasy', 'chip greasy taste burnt grease bottom bag chip saturated especially bottom bag even trans fat free need lot less greasy']",Greasy Chip Issues
169,19,169_menadione_toxicity_banned_substance,"['menadione', 'toxicity', 'banned', 'substance', 'toxic', 'pet', 'chiou', 'oxidative', 'watchdog', 'regulatory']","['according manufacturer website many product contains menadione sodium bisulfite complex menadione synthetic precursor vitamin reported toxic effect use menadione natural alternative leafy green kelp cost saving reason hence usually found cheaper lower quality animal food surprising pet food high price actually contains substance menadione banned food drug administration counter supplement due potential organ toxicity also banned europe human consumption study rat showed exposure menadione produced lesion kidney heart liver lung chiou toxicology menadione toxicity seems due ability induce oxidative stress cell online search menadione find info pet food watchdog trying stop inclusion substance light recent episode toxic pet food questionable behavior manufacturer regulatory agency would advise avoid feeding cat', 'according manufacturer website many product contains menadione sodium bisulfite complex menadione synthetic precursor vitamin reported toxic effect use menadione natural alternative leafy green kelp cost saving reason hence usually found cheaper lower quality animal food surprising pet food high price actually contains substance menadione banned food drug administration counter supplement due potential organ toxicity also banned europe human consumption study rat showed exposure menadione produced lesion kidney heart liver lung chiou toxicology menadione toxicity seems due ability induce oxidative stress cell online search menadione find info pet food watchdog trying stop inclusion substance light recent episode toxic pet food questionable behavior manufacturer regulatory agency would advise avoid feeding cat', 'according manufacturer website many product contains menadione sodium bisulfite complex menadione synthetic precursor vitamin reported toxic effect use menadione natural alternative leafy green kelp cost saving reason hence usually found cheaper lower quality animal food surprising pet food high price actually contains substance menadione banned food drug administration counter supplement due potential organ toxicity also banned europe human consumption study rat showed exposure menadione produced lesion kidney heart liver lung chiou toxicology menadione toxicity seems due ability induce oxidative stress cell online search menadione find info pet food watchdog trying stop inclusion substance light recent episode toxic pet food questionable behavior manufacturer regulatory agency would advise avoid feeding cat']",Toxicity in Pet Products
170,19,170_rooibos_pressure_licorice_blood,"['rooibos', 'pressure', 'licorice', 'blood', 'tea', 'doctor', 'stash', 'warning', 'introduction', 'hearing']","['licorice spice tea fragrant delicious given try excited tea added com subscription several day later mentioned tea doctor gave strict warning kind black licorice tea black licorice product need clearly posted warning consumption anyone high blood pressure blood pressure medicine package yet arrived contacted return instruction told return refundable unhappy stash premium licorice spice herbal tea tea bag count box pack', 'licorice spice tea fragrant delicious given try excited tea added com subscription several day later mentioned tea doctor gave strict warning kind black licorice tea black licorice product need clearly posted warning consumption anyone high blood pressure blood pressure medicine package yet arrived contacted return instruction told return refundable unhappy stash premium licorice spice herbal tea tea bag count box pack', 'licorice spice tea fragrant delicious given try excited tea added com subscription several day later mentioned tea doctor gave strict warning kind black licorice tea black licorice product need clearly posted warning consumption anyone high blood pressure blood pressure medicine package yet arrived contacted return instruction told return refundable unhappy stash premium licorice spice herbal tea tea bag count box pack']",Herbal Tea Warnings
171,19,171_dog_canidae_change_formula,"['dog', 'canidae', 'change', 'formula', 'greta', 'recall', 'diamond', 'food', 'fish', 'gulf']","['could give star would giving dog food dog year past month formula changed put shelf dog allergic reaction something first thought allergy dog human change get older one problem tried cleaning patio daily basis bought new food water bowl stainless steel wash water bowl much possible even took vet numerous time vet practicing year best area puzzled nothing worked dog started lose fur odd looking spot chin open sore away matter much wash put medicine consistently scraching making worse toe red inflamed ear bright red color rash lastly eating much diarreah week later dog broke hive rushed emergency room gave shot slowly went away starting experience problem dog last time went pet store pick food heard customer yelling food making dog sick heard symptom described shop owner know taken food shelf given refund decided buy canidae online research found canidae changed formula added many new ingredient grain millet dog allergic found forum people describing issue dog called customer service nothing blamed dog reaction food asked fault inadequte labeling bag food buy fault using dog food last year response customer service representative call simply said buy hung bag never changed appearance add sticker indicate change formula would checked make sure changed affect dog lest would known sign watch change terrible food something different reaction feel horrible company pay vet bill inform consumer change understand choose pet purchase food choose change formula fine way could reason changing formula make cheaper produce increasing price dog food case would kept purchasing see light back old formula family never purchase many others sure chosen food grain free starting chow long recovery road ahead male dog coat face worst hope anyone looking buy food find formula done others animal mine buy', 'could give star would giving dog food dog year past month formula changed put shelf dog allergic reaction something first thought allergy dog human change get older one problem tried cleaning patio daily basis bought new food water bowl stainless steel wash water bowl much possible even took vet numerous time vet practicing year best area puzzled nothing worked dog started lose fur odd looking spot chin open sore away matter much wash put medicine consistently scraching making worse toe red inflamed ear bright red color rash lastly eating much diarreah week later dog broke hive rushed emergency room gave shot slowly went away starting experience problem dog last time went pet store pick food heard customer yelling food making dog sick heard symptom described shop owner know taken food shelf given refund decided buy canidae online research found canidae changed formula added many new ingredient grain millet dog allergic found forum people describing issue dog called customer service nothing blamed dog reaction food asked fault inadequte labeling bag food buy fault using dog food last year response customer service representative call simply said buy hung bag never changed appearance add sticker indicate change formula would checked make sure changed affect dog lest would known sign watch change terrible food something different reaction feel horrible company pay vet bill inform consumer change understand choose pet purchase food choose change formula fine way could reason changing formula make cheaper produce increasing price dog food case would kept purchasing see light back old formula family never purchase many others sure chosen food grain free starting chow long recovery road ahead male dog coat face worst hope anyone looking buy food find formula done others animal mine buy', 'could give star would giving dog food dog year past month formula changed put shelf dog allergic reaction something first thought allergy dog human change get older one problem tried cleaning patio daily basis bought new food water bowl stainless steel wash water bowl much possible even took vet numerous time vet practicing year best area puzzled nothing worked dog started lose fur odd looking spot chin open sore away matter much wash put medicine consistently scraching making worse toe red inflamed ear bright red color rash lastly eating much diarreah week later dog broke hive rushed emergency room gave shot slowly went away starting experience problem dog last time went pet store pick food heard customer yelling food making dog sick heard symptom described shop owner know taken food shelf given refund decided buy canidae online research found canidae changed formula added many new ingredient grain millet dog allergic found forum people describing issue dog called customer service nothing blamed dog reaction food asked fault inadequte labeling bag food buy fault using dog food last year response customer service representative call simply said buy hung bag never changed appearance add sticker indicate change formula would checked make sure changed affect dog lest would known sign watch change terrible food something different reaction feel horrible company pay vet bill inform consumer change understand choose pet purchase food choose change formula fine way could reason changing formula make cheaper produce increasing price dog food case would kept purchasing see light back old formula family never purchase many others sure chosen food grain free starting chow long recovery road ahead male dog coat face worst hope anyone looking buy food find formula done others animal mine buy']",Dog Food Recall
172,18,172_cereal_priced_price_box,"['cereal', 'priced', 'price', 'box', 'increasing', 'grocery', 'munch', 'flake', 'nana', 'reasonably']","['enjoyed quite time however disgusted fact price keep increasing per case customer paying per box small cookie bar ridiculous find healthier reasonably priced snack munch shame nana', 'enjoyed quite time however disgusted fact price keep increasing per case customer paying per box small cookie bar ridiculous find healthier reasonably priced snack munch shame nana', 'enjoyed quite time however disgusted fact price keep increasing per case customer paying per box small cookie bar ridiculous find healthier reasonably priced snack munch shame nana']",Rising Cereal Prices
173,18,173_madhouse_defintely_munchies_crunch,"['madhouse', 'defintely', 'munchies', 'crunch', 'cookie', 'oily', 'greasy', 'palm', 'kettle', 'burnt']","['defintely tasty madhouse munchies family favorite kettle dark burnt broken bit taste greasy oily light crunch well', 'defintely tasty madhouse munchies family favorite kettle dark burnt broken bit taste greasy oily light crunch well', 'defintely tasty madhouse munchies family favorite kettle dark burnt broken bit taste greasy oily light crunch well']",Greasy Snack Problems
174,18,174_puppy_stool_bully_moo,"['puppy', 'stool', 'bully', 'moo', 'vet', 'diarrhea', 'wellness', 'lily', 'week', 'developed']","['sadly found hard way moo bully stick digestible dog almost died piece dissolve stomach dog loved moo bully stick giving dog year incident giving researched claimed safe digestible would always take small piece away form dog felt could possibly cause chocking problem always plenty water close one day noticed dog lily loose stool jelly consistency day stopped eating began vomiting immediately rushed veterinarian upon physical exam noted abdomen hard distended wanted leave could ray found blockage stomach started series barium ray watch blockage see going pas hour period watching repeating barium ray showed blockage passing item causing blockage swelling size absorbing stomach fluid told emergency surgery get blockage asap found stomach definitely piece moo bully stick digested claimed manufacture swallowed veterinarian told brought lily promptly remove blockage definitely would died told digestible manufacture claimed would dissolved stomach lily major abdominal exploratory surgery lasted hour remove piece piece moo bully stick hospitalized afterwards night day almost make lily refused eat day therefore lost lot weight became frail lethargic thank god veterinarian fabulous concerned lily actually stayed side night every night making sure everything could pull home weak could barely walk tried get eat refused offering cooked chicken liver even even entice eat finally next day begin nibble food slow healing process took lily month thought losing lily tore apart watching pain suffering went though cannot put word felt helpless nothing pure hell went though week end also feeling guilty gave moo bully stick see feed dog best high quality organic dog food never ever ever would give dog anything best safest never gave dog raw hide chewies greenies dog owner care welfare dog know dangerous deadly product started giving dog moo bully stick everything read researched lead believe safe digestible came brazil cattle grazed non chemically treated grass feed hormone drank fresh natural spring water nothing harmful stared giving dog moo bully stick dedicated caring responsible animal lover owner wrote letter company purchased moo bully stick form well manufacturer one retailer responded letter referring manufacturer manufacturer moo bully stick free range dog product totally ignored certified letter many owner clue dog may become sick died due piece bully stick digest vet missed symptom never took dog vet becoming ill dog died never discovered killed dog everyone afford pay surgery dog ray lab work medicine hospital stay vet bill almost vet even discounted well charge everything fact felt bad charge staying side night night dog died got ill ingesting piece bully stick never came forth inform public maybe mine first case take one satisfy anyone ever buy give beloved dog please please please ever give dog type bully stick pas info along anyone know dog might save dog life please highlight star order site post would given zero star could', 'first time owner read best feed puppy higher quality food instead big commercial brand reading lot positive review decided try wellness super puppy worst mistake ever made little bully stool never firm however make coat shiny developed bad case diarrhea stopped eating drinking day worried lil guy overnight stay expensive vet bill lil bully returned home full energy vet recommened would eat canned purina rest life realizing really wanted money decided switch food decided canadae al transition blackjack still loose stool research finally decided cal natural lamb rice started mixing food developed bad bloody diarrhea case started home remedy pepto bismol bland diet pet store clerk recommended canned pumpkin well fasted hour feeding boiled chicken rice day blood gradually disappeared slowly started mixing cal natural lamb rice say feeling better stool solid result wanted wellness disappointed want healthy pet buck saved vet visit please stay away food', 'first time owner read best feed puppy higher quality food instead big commercial brand reading lot positive review decided try wellness super puppy worst mistake ever made little bully stool never firm however make coat shiny developed bad case diarrhea stopped eating drinking day worried lil guy overnight stay expensive vet bill lil bully returned home full energy vet recommened would eat canned purina rest life realizing really wanted money decided switch food decided canadae al transition blackjack still loose stool research finally decided cal natural lamb rice started mixing food developed bad bloody diarrhea case started home remedy pepto bismol bland diet pet store clerk recommended canned pumpkin well fasted hour feeding boiled chicken rice day blood gradually disappeared slowly started mixing cal natural lamb rice say feeling better stool solid result wanted wellness disappointed want healthy pet buck saved vet visit please stay away food']",Puppy Health Issues
175,18,175_seasame_bragging_triangle_sister,"['seasame', 'bragging', 'triangle', 'sister', 'round', 'oil', 'odor', 'compared', 'word', 'yet']","['order seasame blue thought great ounce bag round compared triangle open bag get strong odor bad oil taste also bad oil unfortunately sent box sister bragging called company word yet', 'order seasame blue thought great ounce bag round compared triangle open bag get strong odor bad oil taste also bad oil unfortunately sent box sister bragging called company word yet', 'order seasame blue thought great ounce bag round compared triangle open bag get strong odor bad oil taste also bad oil unfortunately sent box sister bragging called company word yet']",Sesame Oil Comparison
176,18,176_coconut_milk_cream_creamy,"['coconut', 'milk', 'cream', 'creamy', 'thai', 'can', 'kitchen', 'chaokoh', 'case', 'odd']","['dairy free family use coconut milk substitute pretty familiar coconut milk purchased several can native forest retail store liked use coffee creamer however stuff delivered completely different can bought store milk thin mind incredibly oily shook can thoroughly opened see oily floating top milk separate fridge coconut oil forming thick layer top odd flavor milk bummed can order thai kitchen', 'purchased coconut milk natural value organic coconut milk ounce can pack result longer available bought coconut milk hoping review wrong coconut milk terrible even hour refrigerator separation thus coconut cream whipped coconut milk watery want throw blender shake wanting creamy coconut milk look elsewhere', 'tried dozen brand many organic actually regardless worst quality coconut milk ever sharp coconut flavor make creamy curry little chunk form coconut meat cheap there used every way ice cream milk shake frying raw always got funny taste consistency coconut milk mae ploy thai kitchen chaokoh par lite coconut milk tried']",Coconut Milk Products
177,18,177_soda_homebrew_bottle_tank,"['soda', 'homebrew', 'bottle', 'tank', 'carbonator', 'syrup', 'regulator', 'rig', 'suspension', 'sodastream']","['first love sodastream machine work great sparkly water anytime need syrup taste store bought soda price syrup insane bottle make equilalent bottle soda every supermarket bottle soda regularly store bought equilent', 'making kind soda last year various concentrate home made carbonation kit consists little tank hose filter regulator regularly get homebrew root beer homebrew cola tried every flavor sell starter ginger ale several others keep essential oil alcohol suspension yet sold plastic bottle take chemist figure stupid every bottle received partially collapsed bubbled sticky outside particulate matter inside due volume alcohol migrating plastic lemon flavor well totally revolting avoid get ginger beer instead ginger ale use koolaid unsweetened mix fruit flavor really use homebrew label cola rootbeer product get soda concentrate essential oil suspension read distributor us glass bottle soda rig carbonator fit ounce liter bottle ball lock disconnect connects carbonator tank tank get need rig portable local beer homebrew welding store make sure food grade dual gauge regulator foot clear tubing inch interior diameter need handle psi need reinforced stuff gotten cheap various local source somewhere put together start carbonating anything', 'making kind soda last year various concentrate home made carbonation kit consists little tank hose filter regulator regularly get homebrew root beer homebrew cola tried every flavor sell starter ginger ale several others keep essential oil alcohol suspension yet sold plastic bottle take chemist figure stupid every bottle received partially collapsed bubbled sticky outside particulate matter inside due volume alcohol migrating plastic lemon flavor well totally revolting avoid get ginger beer instead ginger ale use koolaid unsweetened mix fruit flavor really use homebrew label cola rootbeer product get soda concentrate essential oil suspension read distributor us glass bottle soda rig carbonator fit ounce liter bottle ball lock disconnect connects carbonator tank tank get need rig portable local beer homebrew welding store make sure food grade dual gauge regulator foot clear tubing inch interior diameter need handle psi need reinforced stuff gotten cheap various local source somewhere put together start carbonating anything']",Homebrew Soda Equipment
178,18,178_smell_disposed_spoiled_variety,"['smell', 'disposed', 'spoiled', 'variety', 'horrific', 'instore', 'nauseating', 'refuse', 'inexpensive', 'horrid']","['variety wellness food cat refuse eat also variety smell horrid variety actually smell especially chicken turkey flavor one nauseating fact first opened smelled bad thought spoiled opened second either spoiled neither smell horrific bad inexpensive though sale perhaps sell well', 'variety wellness food cat refuse eat also variety smell horrid variety actually smell especially chicken turkey flavor one nauseating fact first opened smelled bad thought spoiled opened second either spoiled neither smell horrific bad inexpensive though sale perhaps sell well', 'variety wellness food cat refuse eat also variety smell horrid variety actually smell especially chicken turkey flavor one nauseating fact first opened smelled bad thought spoiled opened second either spoiled neither smell horrific bad inexpensive though sale perhaps sell well']",Spoiled Food Smells
